amount_tsh,date_recorded,funder,installer,basin,subvillage,region,lga,ward,population,public_meeting,recorded_by,scheme_management,permit,construction_year,extraction_type,payment,water_quality,quantity,source,source_class,waterpoint_type,waterpoint_type_group,days_since_recorded
0.0,2013-01-14,World Bank,Other,Internal,Mlumbita,Singida,Iramba,Kiomboi,145,True,GeoData Consultants Ltd,Parastatal,True,00s,submersible,never pay,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,323
0.0,2011-07-09,Hesawa,DWE,Lake Victoria,Kabale,Kagera,Misenyi,Kassambya,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,soft,insufficient,shallow well,groundwater,other,other,878
0.0,2011-07-20,Other,DWE,Lake Rukwa,Mashete,Rukwa,Nkasi,Chala,1,False,GeoData Consultants Ltd,VWC,False,80s,gravity,never pay,unknown,enough,river,surface,communal standpipe,communal standpipe,867
30.0,2011-03-09,Other,DWE,Pangani,Mtakuja,Tanga,Pangani,Mkalamo,90,True,GeoData Consultants Ltd,VWC,False,00s,submersible,pay per bucket,salty,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,1000
0.0,2011-08-02,Kkkt,KKKT,Lake Rukwa,Itago,Mbeya,Mbozi,Halungu,0,False,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,never pay,soft,seasonal,shallow well,groundwater,hand pump,hand pump,854
0.0,2012-10-23,Other,Other,Lake Tanganyika,Shindeni,Tabora,Urambo,Kashishi,0,True,GeoData Consultants Ltd,VWC,True,Unknown,afridev,never pay,soft,dry,shallow well,groundwater,hand pump,hand pump,406
0.0,2011-02-23,Other,DWE,Wami / Ruvu,Tulini,Pwani,Kisarawe,Mzenga,1,True,GeoData Consultants Ltd,VWC,False,00s,india mark iii,never pay,soft,enough,machine dbh,groundwater,hand pump,hand pump,1014
0.0,2011-04-03,Other,Other,Lake Nyasa,Landani,Mbeya,Rungwe,Lufilyo,0,True,GeoData Consultants Ltd,Parastatal,Unknown,Unknown,gravity,unknown,soft,enough,spring,groundwater,communal standpipe,communal standpipe,975
0.0,2012-10-09,Other,Other,Internal,Nyasa Mpya,Tabora,Nzega,Nzega Urban,0,False,GeoData Consultants Ltd,Water authority,True,Unknown,ksb,pay per bucket,coloured,insufficient,dam,surface,communal standpipe,communal standpipe,420
0.0,2011-08-20,Other,Other,Lake Victoria,Omulwoga,Kagera,Muleba,Ruhanga,0,True,GeoData Consultants Ltd,Other,True,Unknown,other,never pay,soft,insufficient,spring,groundwater,improved spring,improved spring,836
0.0,2011-03-25,World Bank,Other,Wami / Ruvu,Dihombo Road,Morogoro,Mvomero,Mvomero,1,True,GeoData Consultants Ltd,VWC,True,00s,submersible,never pay,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,984
0.0,2012-10-30,Other,Other,Lake Victoria,Kwibuse Senta,Mara,Rorya,Kisumwa,3000,True,GeoData Consultants Ltd,Other,True,10s,other,unknown,salty,enough,shallow well,groundwater,hand pump,hand pump,399
0.0,2011-07-27,Hesawa,DWE,Lake Victoria,Zamu A,Mwanza,Ukerewe,Mukituntu,400,True,GeoData Consultants Ltd,Other,True,80s,other,never pay,soft,insufficient,shallow well,groundwater,other,other,860
2400.0,2011-03-19,Other,DWE,Rufiji,S,Iringa,Mufindi,Idunda,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,pay annually,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,990
0.0,2012-10-31,Rwssp,Other,Lake Victoria,Baluli,Shinyanga,Meatu,Mwandoya,0,True,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,398
0.0,2013-02-21,Government Of Tanzania,DWE,Internal,Dabaso,Manyara,Babati,Ufana,400,True,GeoData Consultants Ltd,VWC,True,70s,gravity,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,285
500.0,2011-03-27,Other,DWE,Rufiji,Magwani,Iringa,Njombe,Ilembula,163,True,GeoData Consultants Ltd,WUA,True,70s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,982
0.0,2012-10-06,Rwssp,DWE,Internal,Bugogo B,Shinyanga,Kishapu,Shagihilu,0,False,GeoData Consultants Ltd,WUG,False,Unknown,other,pay when scheme fails,soft,seasonal,shallow well,groundwater,hand pump,hand pump,423
0.0,2013-08-03,Other,Other,Pangani,Soyekiutu,Arusha,Arusha Rural,Oltroto,150,True,GeoData Consultants Ltd,VWC,True,00s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,122
0.0,2013-03-06,Government Of Tanzania,Government,Lake Victoria,Momorogoro,Mara,Serengeti,Natta,300,Unknown,GeoData Consultants Ltd,WUG,True,70s,mono,unknown,salty,insufficient,machine dbh,groundwater,communal standpipe multiple,communal standpipe,272
0.0,2013-02-09,Other,RWE,Lake Tanganyika,Kumsenga,Kigoma,Kibondo,Nyamtukuza,150,True,GeoData Consultants Ltd,VWC,False,80s,gravity,unknown,soft,enough,spring,groundwater,communal standpipe multiple,communal standpipe,297
0.0,2013-01-25,Other,DWE,Lake Victoria,Isanga,Shinyanga,Bariadi,Nkoma,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,312
0.0,2012-10-27,Other,DWE,Lake Victoria,Nyamikonze,Shinyanga,Bariadi,Kasoli,0,Unknown,GeoData Consultants Ltd,WUG,False,Unknown,other,unknown,soft,enough,shallow well,groundwater,other,other,402
0.0,2013-03-14,Other,Other,Pangani,Mae Juu,Kilimanjaro,Siha,Siha Mashariki,1,True,GeoData Consultants Ltd,Water Board,True,00s,other,pay monthly,soft,enough,other,unknown,other,other,264
10.0,2013-04-03,Other,Other,Pangani,Tamaya,Kilimanjaro,Hai,Masama Magharibi,170,True,GeoData Consultants Ltd,Water Board,True,90s,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe,communal standpipe,244
0.0,2011-03-19,Other,Other,Pangani,Bungu Mission,Tanga,Korogwe,Bungu,50,True,GeoData Consultants Ltd,VWC,False,00s,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,990
50.0,2013-01-30,Other,Other,Ruvuma / Southern Coast,Mitangani,Mtwara,Tandahimba,Kitama,300,True,GeoData Consultants Ltd,VWC,True,00s,india mark ii,pay per bucket,soft,enough,machine dbh,groundwater,hand pump,hand pump,307
20.0,2011-03-04,Other,Other,Wami / Ruvu,Mafungu Mifugoni,Pwani,Bagamoyo,Miono,50,True,GeoData Consultants Ltd,WUA,True,00s,ksb,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,1005
400.0,2011-03-04,Other,Other,Rufiji,Lugung'Unzi,Iringa,Iringa Rural,Ulanda,1,True,GeoData Consultants Ltd,VWC,True,00s,swn 80,pay annually,soft,dry,machine dbh,groundwater,hand pump,hand pump,1005
0.0,2011-07-31,Government Of Tanzania,DWE,Lake Victoria,Kitembe,Kagera,Karagwe,Kaisho,0,True,GeoData Consultants Ltd,WUG,True,Unknown,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,856
0.0,2012-10-19,Other,DWE,Lake Tanganyika,Lajinga,Shinyanga,Bukombe,Masumbwe,0,Unknown,GeoData Consultants Ltd,VWC,True,Unknown,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,410
0.0,2013-03-21,Government Of Tanzania,Other,Pangani,Kwatulele,Arusha,Meru,King'ori,150,True,GeoData Consultants Ltd,VWC,True,60s,gravity,unknown,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,257
0.0,2013-01-29,Other,DWE,Lake Victoria,Busese,Shinyanga,Bariadi,Kasoli,0,False,GeoData Consultants Ltd,WUG,False,Unknown,swn 80,other,soft,enough,shallow well,groundwater,hand pump,hand pump,308
0.0,2013-03-17,Other,Other,Ruvuma / Southern Coast,Muungano,Ruvuma,Songea Urban,Subira,800,False,GeoData Consultants Ltd,Other,True,00s,india mark ii,pay when scheme fails,soft,dry,shallow well,groundwater,hand pump,hand pump,261
30.0,2013-01-19,Other,Other,Internal,Ipuli A,Singida,Iramba,Nduguti,232,True,GeoData Consultants Ltd,WUG,True,00s,mono,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,318
0.0,2011-03-29,Other,Other,Rufiji,Nyumbabora,Morogoro,Kilombero,Sanje,50,True,GeoData Consultants Ltd,VWC,True,00s,gravity,never pay,soft,seasonal,river,surface,communal standpipe,communal standpipe,980
1000.0,2013-02-14,Other,Other,Pangani,Vugwama Kati,Kilimanjaro,Same,Bwambo,540,True,GeoData Consultants Ltd,VWC,True,90s,gravity,pay when scheme fails,soft,enough,spring,groundwater,communal standpipe multiple,communal standpipe,292
0.0,2011-07-30,Other,DWE,Lake Victoria,Rugenge,Kagera,Ngara,Kirushya,0,True,GeoData Consultants Ltd,VWC,False,Unknown,other,never pay,soft,enough,shallow well,groundwater,other,other,857
0.0,2011-03-06,Other,Other,Wami / Ruvu,Mtarawanda,Pwani,Mkuranga,Mkamba,1500,True,GeoData Consultants Ltd,VWC,False,00s,swn 80,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,1003
0.0,2011-03-03,Government Of Tanzania,DWE,Rufiji,Mrema,Morogoro,Ulanga,Mbuga,1,True,GeoData Consultants Ltd,Other,True,70s,other,pay monthly,soft,insufficient,shallow well,groundwater,other,other,1006
500.0,2013-10-02,Danida,DANIDA,Lake Nyasa,Lushoto 'A',Ruvuma,Mbinga,Kihagara,50,True,GeoData Consultants Ltd,VWC,True,90s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,62
0.0,2012-11-09,Other,Other,Internal,Loya Mlimani,Tabora,Uyui,Loya,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,389
0.0,2011-03-23,Other,Other,Pangani,Muheza,Tanga,Korogwe,Mazinde,200,True,GeoData Consultants Ltd,VWC,False,00s,gravity,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,986
0.0,2012-10-09,Rwssp,Other,Lake Victoria,Kisimani,Shinyanga,Maswa,Ipililo,0,True,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,420
0.0,2013-05-02,Government Of Tanzania,Government,Ruvuma / Southern Coast,Mkela Kati,Ruvuma,Mbinga,Kilimani,25,Unknown,GeoData Consultants Ltd,WUG,True,00s,gravity,unknown,soft,enough,spring,groundwater,communal standpipe,communal standpipe,215
0.0,2012-10-03,Rwssp,DWE,Internal,Kanisani,Shinyanga,Kishapu,Kishapu,0,True,GeoData Consultants Ltd,Water authority,True,Unknown,gravity,pay per bucket,soft,enough,river,surface,communal standpipe multiple,communal standpipe,426
250.0,2013-01-25,Other,Other,Lake Tanganyika,Mwenge,Kigoma,Kasulu,Muzye,1200,True,GeoData Consultants Ltd,Water authority,True,00s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,312
0.0,2011-03-08,Other,DWE,Pangani,Kibaoni,Tanga,Mkinga,Maramba,570,True,GeoData Consultants Ltd,VWC,True,80s,afridev,never pay,salty,enough,shallow well,groundwater,hand pump,hand pump,1001
0.0,2011-08-16,Other,Hesawa,Lake Victoria,Lubaga,Mwanza,Kwimba,Bungulwa,0,True,GeoData Consultants Ltd,VWC,True,Unknown,swn 80,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,840
0.0,2013-02-28,Government Of Tanzania,DWE,Pangani,Muumini,Kilimanjaro,Moshi Rural,Old Moshi Mashariki,30,True,GeoData Consultants Ltd,VWC,True,70s,gravity,unknown,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,278
2000.0,2013-02-02,Other,Other,Internal,Qagha,Manyara,Mbulu,Dongobesh,163,True,GeoData Consultants Ltd,VWC,True,90s,nira/tanira,pay annually,soft,enough,shallow well,groundwater,hand pump,hand pump,304
700.0,2013-02-14,Other,Other,Lake Tanganyika,Kasagwe,Kigoma,Kibondo,Itaba,240,True,GeoData Consultants Ltd,VWC,False,90s,gravity,pay annually,soft,insufficient,river,surface,communal standpipe multiple,communal standpipe,292
0.0,2012-10-21,Other,Other,Lake Victoria,Nyawikomba,Mara,Musoma Rural,Buhemba,250,False,GeoData Consultants Ltd,VWC,True,90s,nira/tanira,never pay,coloured,enough,shallow well,groundwater,hand pump,hand pump,408
0.0,2011-08-04,Other,Other,Lake Victoria,Mugogo,Kagera,Ngara,Nyamiyaga,0,True,GeoData Consultants Ltd,VWC,False,Unknown,gravity,never pay,soft,enough,spring,groundwater,other,other,852
0.0,2011-07-24,Other,DWE,Lake Victoria,Mwamale,Shinyanga,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,863
0.0,2011-07-26,Other,Hesawa,Lake Victoria,Isagubu A,Mwanza,Kwimba,Mwakilyambiti,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,soft,dry,shallow well,groundwater,other,other,861
10.0,2013-03-21,Other,Other,Internal,Arati,Arusha,Karatu,Endabash,600,True,GeoData Consultants Ltd,VWC,True,90s,gravity,pay per bucket,soft,seasonal,river,surface,communal standpipe,communal standpipe,257
0.0,2013-01-27,Government Of Tanzania,DWE,Ruvuma / Southern Coast,Kandawale A,Lindi,Kilwa,Kandawale,430,Unknown,GeoData Consultants Ltd,Other,True,90s,other,never pay,salty,dry,rainwater harvesting,surface,communal standpipe,communal standpipe,310
0.0,2012-10-03,Other,Other,Lake Victoria,Ipilingitya,Shinyanga,Shinyanga Rural,Salawe,0,True,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,never pay,soft,seasonal,shallow well,groundwater,hand pump,hand pump,426
0.0,2013-03-13,Kkkt,Other,Pangani,Mavinuni,Arusha,Meru,Akheri,90,True,GeoData Consultants Ltd,VWC,True,80s,gravity,unknown,soft,enough,spring,groundwater,communal standpipe,communal standpipe,265
0.0,2011-03-13,Other,DWE,Pangani,Zingibali Secondary,Tanga,Mkinga,Moa,1,True,GeoData Consultants Ltd,VWC,True,00s,submersible,never pay,salty,insufficient,other,unknown,communal standpipe,communal standpipe,996
20.0,2011-03-13,Other,Other,Wami / Ruvu,Nmc,Pwani,Bagamoyo,Chalinze,50,True,GeoData Consultants Ltd,WUA,True,00s,ksb,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,996
30000.0,2011-03-01,Other,Other,Rufiji,Igereka,Iringa,Kilolo,Ilula,120,True,GeoData Consultants Ltd,VWC,True,00s,other,pay monthly,soft,enough,machine dbh,groundwater,other,other,1008
1200.0,2013-01-20,Government Of Tanzania,DWE,Lake Tanganyika,Kwitanki,Kigoma,Kasulu,Nyakitonto,250,True,GeoData Consultants Ltd,Water authority,False,70s,gravity,pay annually,soft,enough,river,surface,communal standpipe,communal standpipe,317
0.0,2013-02-06,Other,Other,Lake Tanganyika,Mwajilungu A,Tabora,Nzega,Mwakanshashala,0,True,GeoData Consultants Ltd,VWC,True,Unknown,afridev,pay when scheme fails,soft,enough,machine dbh,groundwater,hand pump,hand pump,300
0.0,2012-10-24,Hesawa,DWE,Lake Victoria,Nyankalala,Mwanza,Magu,Mwananyili,0,True,GeoData Consultants Ltd,VWC,True,Unknown,nira/tanira,never pay,salty,insufficient,shallow well,groundwater,hand pump,hand pump,405
500.0,2013-02-03,Other,Other,Ruvuma / Southern Coast,Sokoni,Mtwara,Mtwara Rural,Kitere,400,True,GeoData Consultants Ltd,VWC,True,80s,ksb,pay monthly,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,303
0.0,2013-01-11,Other,Other,Lake Tanganyika,Mbola,Tabora,Uyui,Ilolangulu,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,enough,rainwater harvesting,surface,communal standpipe,communal standpipe,326
0.0,2011-07-16,Other,DWE,Lake Tanganyika,Nyantakara,Kagera,Biharamulo,Lusahunga,0,True,GeoData Consultants Ltd,VWC,True,Unknown,nira/tanira,pay monthly,soft,enough,shallow well,groundwater,hand pump,hand pump,871
300.0,2011-03-03,Other,Other,Rufiji,Ichenga,Iringa,Njombe,Uwemba,50,True,GeoData Consultants Ltd,VWC,False,00s,submersible,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1006
0.0,2013-01-29,Other,Other,Ruvuma / Southern Coast,Mchinjidi,Lindi,Lindi Rural,Mipingo,1,False,GeoData Consultants Ltd,VWC,False,10s,india mark ii,never pay,salty,insufficient,machine dbh,groundwater,hand pump,hand pump,308
0.0,2013-01-29,Other,Other,Ruvuma / Southern Coast,Elimu,Mtwara,Nanyumbu,Nanyumbu,96,True,GeoData Consultants Ltd,VWC,True,00s,other,never pay,salty,seasonal,shallow well,groundwater,other,other,308
0.0,2011-03-28,Government Of Tanzania,DWE,Rufiji,General Tyre,Morogoro,Kilombero,Mang'ula,300,True,GeoData Consultants Ltd,WUA,True,70s,gravity,never pay,soft,insufficient,river,surface,communal standpipe,communal standpipe,981
0.0,2013-03-07,Hesawa,Other,Lake Victoria,Mtukura,Mara,Serengeti,Mugumu Urban,600,Unknown,GeoData Consultants Ltd,Other,True,90s,nira/tanira,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,271
8000.0,2011-07-31,Other,DWE,Lake Rukwa,Mamba A,Rukwa,Mpanda,Mamba,400,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay annually,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,856
30.0,2013-01-25,Other,Other,Ruvuma / Southern Coast,Msufini,Mtwara,Newala,Chitekete,350,True,GeoData Consultants Ltd,VWC,False,90s,gravity,pay per bucket,soft,insufficient,spring,groundwater,communal standpipe multiple,communal standpipe,312
0.0,2013-03-14,Other,Other,Internal,Oldonyonado,Arusha,Monduli,Engaruka,1,False,GeoData Consultants Ltd,VWC,Unknown,90s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,264
0.0,2013-01-26,Other,Other,Internal,Manuwas,Manyara,Mbulu,Sanu,365,True,GeoData Consultants Ltd,Parastatal,True,00s,gravity,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,311
0.0,2013-02-10,Other,Other,Lake Tanganyika,Kifura,Kigoma,Kibondo,Busagara,450,True,GeoData Consultants Ltd,WUA,False,00s,submersible,unknown,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,296
100.0,2013-03-23,Other,0,Wami / Ruvu,Kilimahewa,Dar es Salaam,Kinondoni,Kunduchi,259,True,GeoData Consultants Ltd,VWC,False,10s,submersible,pay per bucket,soft,insufficient,river,surface,communal standpipe,communal standpipe,255
0.0,2011-07-07,Other,DWE,Lake Victoria,Rwamgurusi,Kagera,Karagwe,Ndama,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,880
0.0,2011-07-27,Other,Other,Lake Nyasa,Ilongovoto,Mbeya,Rungwe,Kiwira,0,True,GeoData Consultants Ltd,VWC,Unknown,Unknown,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,860
0.0,2011-03-29,Other,RWE,Wami / Ruvu,Gulioni,Morogoro,Morogoro Rural,Mngazi,800,True,GeoData Consultants Ltd,VWC,True,80s,nira/tanira,pay when scheme fails,unknown,dry,shallow well,groundwater,hand pump,hand pump,980
0.0,2013-01-30,Other,DWE,Lake Victoria,Mwankima,Shinyanga,Bariadi,Lagangabilili,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,other,salty abandoned,enough,shallow well,groundwater,hand pump,hand pump,307
0.0,2013-01-22,Other,Other,Lake Tanganyika,Barabara 8,Rukwa,Mpanda,Mishamo,214,True,GeoData Consultants Ltd,Water authority,True,80s,other,never pay,soft,enough,machine dbh,groundwater,hand pump,hand pump,315
0.0,2013-01-26,Government Of Tanzania,Government,Ruvuma / Southern Coast,Bichande,Lindi,Liwale,Liwale A,350,Unknown,GeoData Consultants Ltd,VWC,True,60s,ksb,unknown,soft,dry,river,surface,communal standpipe,communal standpipe,311
300.0,2013-03-10,Government Of Tanzania,Other,Pangani,Vongo,Kilimanjaro,Mwanga,Mwaniko,120,True,GeoData Consultants Ltd,Water Board,False,70s,gravity,pay monthly,soft,enough,river,surface,other,other,268
0.0,2011-02-22,Government Of Tanzania,Other,Wami / Ruvu,Kurui A,Pwani,Kisarawe,Kurui,1,True,GeoData Consultants Ltd,VWC,False,70s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1015
0.0,2011-07-25,Danida,Other,Lake Nyasa,Konjula,Mbeya,Kyela,Ipande,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,dry,spring,groundwater,communal standpipe,communal standpipe,862
0.0,2011-03-12,Other,RWE,Wami / Ruvu,Kipelege,Morogoro,Morogoro Rural,Bwakila Chini,300,True,GeoData Consultants Ltd,VWC,True,80s,other,never pay,unknown,dry,shallow well,groundwater,other,other,997
0.0,2011-07-18,Government Of Tanzania,DWE,Lake Victoria,Ahakishaka,Kagera,Karagwe,Nyabiyonza,0,True,GeoData Consultants Ltd,Other,True,Unknown,gravity,never pay,soft,unknown,rainwater harvesting,surface,communal standpipe,communal standpipe,869
0.0,2011-02-24,Other,Other,Wami / Ruvu,Mrogoro Mjini,Pwani,Mkuranga,Vikindu,470,True,GeoData Consultants Ltd,VWC,False,00s,submersible,never pay,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,1013
0.0,2011-07-19,Other,Other,Lake Nyasa,Kalulu,Mbeya,Rungwe,Kandete,0,True,GeoData Consultants Ltd,VWC,Unknown,Unknown,gravity,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,868
5000.0,2011-03-14,Other,DWE,Lake Nyasa,Amkatwende,Iringa,Ludewa,Lugarawa,1,True,GeoData Consultants Ltd,VWC,False,00s,gravity,pay when scheme fails,soft,enough,spring,groundwater,communal standpipe,communal standpipe,995
